source,price,title,details,location,url,beds,sqft
craigslist,1100.0,"Roommate wanted $1,100 a month","$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-roommate-wanted-1100-month/7907781510.html,,
craigslist,3400.0,TOP FLOOR=MASSIVE=BAMBOO WOOD FLOORS=HIGH CEILINGS=GOURMET KITCHEN,"$3,400

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floormassivebamboo-wood/7907769944.html,,
craigslist,5595.0,===HIGH FLOOR====NEW CONSTRUCTION====CONDO FINISHES====HIGH CEILINGS==,"$5,595

                        TriBeCa",TriBeCa,https://newyork.craigslist.org/mnh/apa/d/new-york-high-floornew/7907768603.html,,
craigslist,4350.0,MASSIVE SPACE LARGE CLOSETS TOP OF THE LINE FINISHES TOP FLOOR,"$4,350

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-space-large-closets/7907767731.html,,
craigslist,3150.0,Oversized windows! soaring ceilings!,"$3,150

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-oversized-windows-soaring/7907763561.html,,
craigslist,2695.0,2183 3rd Avenue,"$2,695

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rd-avenue/7907759612.html,,
craigslist,2095.0,203 East 121st Street,"$2,095

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-203-east-121st-street/7907758912.html,,
craigslist,5500.0,Windows in all rooms! Bright and Spacious!,"$5,500

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-windows-in-all-rooms-bright/7907740753.html,,
craigslist,6200.0,Bright City/Water Views!,"$6,200

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-city-water-views/7907739993.html,,
craigslist,3500.0,Balcony 2 bed 2 bath,"$3,500

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/bronx-balcony-bed-bath/7907724608.html,,
craigslist,3980.0,STUNNING SUN LIT LES 2 BED + BALCONY__ELEV BLDG - AMAZING FIND!,"$3,980

                        Lower East Side",Lower East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-sun-lit-les-bed/7907712010.html,,
craigslist,2499.0,Gorgeous 2 Bedroom! Harlem. Large and Lovely!No Living room,"$2,499

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bedroom-harlem-large/7907711580.html,,
craigslist,2200.0,Phenomenal 1 Bed On West 146th ^ Broadway,"$2,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-west-146th/7907711567.html,,
craigslist,1199.0,ROOMS 4 RENT! LARGEBedroom^Laundry ^Midtown West^Great location!,"$1,199

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-largebedroomlaundry/7907711548.html,,
craigslist,2495.0,OFF-MARKET BASEMENT C-TOWN 2 BED + W/D IN UNIT___AMAZING FIND!,"$2,495

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-off-market-basement-town-bed-d/7907711342.html,,
craigslist,2649.0,One Bedroom Stunning Apartment in Super Sleek Modern Building!,"$2,649

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-one-bedroom-stunning-apartment/7907680090.html,,
craigslist,3095.0,35th Flr! River views! Spacious!,"$3,095

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-35th-flr-river-views-spacious/7907653225.html,,
craigslist,3795.0,Corner Unit! Many Closets and Walk ins!,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-corner-unit-many-closets-and/7907650723.html,,
craigslist,3050.0,Flr-Ceiling-Windows! Bright!!,"$3,050

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-flr-ceiling-windows-bright/7907648994.html,,
craigslist,3000.0,Bright and Spacious! 3 Windowed unit!,"$3,000

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-and-spacious-windowed/7907647963.html,,
craigslist,3750.0,STUNNING TRUE 2 BR_ INTERNATIONAL STUDENTS FAST APPROVAL WEST 46 ST,"$3,750

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-true-br-international/7907631418.html,,
craigslist,3290.0,1 BR 1 BA,"$3,290

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907628051.html,,
craigslist,3495.0,1 BR 1 BA,"$3,495

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907626620.html,,
craigslist,4995.0,1 BR 1 BA,"$4,995

                        SoHo",SoHo,https://newyork.craigslist.org/mnh/apa/d/new-york-br-ba/7907624416.html,,
craigslist,3495.0,Studio,"$3,495

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio/7907621586.html,,
craigslist,2800.0,⭐SPACIOUS 1 BR in Midtown East - OFF MARKET OPPORTUNITY⭐,"$2,800

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/brooklyn-spacious-br-in-midtown-east/7907620628.html,,
craigslist,3975.0,Enormous One Bedroom _Balcony_ Roof Deck STUNNER Size West 51st,"$3,975

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-enormous-one-bedroom-balcony/7907620214.html,,
craigslist,5950.0,"Expansive & Sun-Filled 2-Bedroom, 2-Bathroom Residence in UES","$5,950

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-expansive-sun-filled-bedroom/7907618989.html,,
craigslist,3950.0,Very Nice 3 Bedroom West 171st Street,"$3,950

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-very-nice-bedroom-west-171st/7907618660.html,,
craigslist,3900.0,Massive 3 Bedroom 2 Bathroom West 157th Street,"$3,900

                        Inwood / Wash Hts",Inwood / Wash Hts,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-bedroom-bathroom-west/7907618335.html,,
craigslist,4150.0,NO FEE-U WILL❤️THIS APT-(MASSIV)ALCOV STUDIO-DM/ELV/GYM-GORG WINDOS-SS,"$4,150

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt/7907611879.html,,
craigslist,3595.0,NO FEE-U WILL❤️THIS APT-SPACIOUS STUDIO-DM/ELV/LDRY-ROOMY LIV RM-DW-AC,"$3,595

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-spacious/7907606687.html,,
craigslist,3795.0,NO FEE-U WILL❤️THIS APT-BEAUTIFL ALCOV STUDIO-DM/ELEV/LDRY-SPAC LIV RM,"$3,795

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-willthis-apt-beautifl/7907604196.html,,
craigslist,3375.0,Studio with separate kitchen,"$3,375

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-studio-with-separate-kitchen/7907599802.html,,
craigslist,3000.0,"Spacious Studio – Doorman, Laundry - Prime Midtown East Location","$3,000

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-studio-doorman/7907593255.html,,
craigslist,4900.0,ONE OF THE KIND**LARGE LAYOUT**CONDO FINISHED**,"$4,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-one-of-the-kindlarge/7907576401.html,,
craigslist,3745.0,TOP FLOORS**LARGE SPACE**BY APPOINTMENT ONLY**,"$3,745

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorslarge-spaceby/7907575849.html,,
craigslist,5950.0,Fantastic 3 flx BR ! Spacious ! Great light! Views! No Fee!,"$5,950

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-flx-br-spacious/7907569710.html,,
craigslist,3995.0,Excellent spacious bright 1 bedroom - all amenities - NO FEE !,"$3,995

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-excellent-spacious-bright/7907568694.html,,
craigslist,2650.0,"Spacious , bright , elevator building , 2 minutes of Central Park","$2,650

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-bright-elevator/7907567126.html,,
craigslist,6277.0,Fantastic flex 3 Bedrooms- Bright  - Doorman - amenities - NO FEE,"$6,277

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-flex-bedrooms-bright/7907566981.html,,
craigslist,4300.0,TOP FLOOR=CONDO FINISHES=FREE AMENITIES=DOOR MAN=GOURMET KITCHEN=MASSI,"$4,300

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-top-floorcondo-finishesfree/7907560124.html,,
craigslist,6900.0,TRUE 2 BEDROOM===TOP FLOOR====NEW CONSTRUCTION====CONDO FINISHES================,"$6,900

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-true-bedroomtop-floornew/7907558322.html,,
craigslist,3100.0,1 BEDROOM===TOP FLOOR====NEW CONSTRUCTION====CONDO FINISHES======,"$3,100

                        Battery Park",Battery Park,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroomtop-floornew/7907556825.html,,
craigslist,4500.0,redefine living in this sophisticated space!,"$4,500

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-redefine-living-in-this/7907555924.html,,
craigslist,4300.0,Great DOORMAN 1BR     W 90s,"$4,300

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-great-doorman-1br-90s/7907535195.html,,
craigslist,3950.0,Large & Light-filled! DOORMAN   Near to trains on Broadway/W 103rd St,"$3,950

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-large-light-filled-doorman/7907532288.html,,
craigslist,2500.0,Spacious 2 bedroom steps to City College,"$2,500

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-bedroom-steps-to-city/7907529636.html,,
craigslist,3795.0,STUNNING SUN LIT OFF-MARKET WV 1 BED GEM__ELEV BLDG - AMAZING FIND!,"$3,795

                        West Village",West Village,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-sun-lit-off-market-wv/7907516466.html,,
craigslist,5700.0,Duplex penthouse 3 bdr* modern* exposed brick* Great location,"$5,700

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-duplex-penthouse-bdr-modern/7907470317.html,,
craigslist,4450.0,BEST BARGAIN_LARGE 3 BR_NEAR COLUMBIA_NO FEE_BEAUTIFUL UNIT,"$4,450

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-best-bargainlarge-brnear/7907469227.html,,
craigslist,4120.0,NO Fee *NEW BR* MODERN* ELEVATOR*WD IN UNIT*Blk to Tompkins Sq Park,"$4,120

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-new-br-modern/7907465880.html,,
craigslist,4145.0,"NO FEE Charming and bright, large 2br, lofty, laundry, VIDEO!","$4,145

                        East Village",East Village,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-charming-and-bright/7907465374.html,,
craigslist,4750.0,Lease Ends 5/16 - Luxury Midtown Studio,"$4,750

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-lease-ends-luxury-midtown/7907460293.html,,
craigslist,2995.0,BEAUTIFUL SUNNY STUDIO_PRIME MIDTOWN__ELEVATOR_LAUNDRY_ROOFDECK,"$2,995

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-sunny-studioprime/7907451098.html,,
craigslist,2995.0,MIDTOWN NICE AND SUNNY 1 BR_NO FEE_EASY APPROVAL_$2995,"$2,995

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-midtown-nice-and-sunny-brno/7907448279.html,,
craigslist,3975.0,NO FEE LUXURY STUDIO + HOME OFFICE (JR. 1BD) NEAR WALL STREET,"$3,975

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-luxury-studio-home/7907443627.html,,
craigslist,3700.0,Spacious Unit! Full Wall Flex!,"$3,700

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-unit-full-wall-flex/7907441219.html,,
craigslist,3933.0,Bright Spacious Studio With Walk-In Closet and 1 Month FREE!!!,"$3,933

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york-bright-spacious-studio-with/7907421930.html,,
craigslist,2900.0,"NO FEE! Prime location 2-bedroom for rent, won't last......","$2,900

                        Chinatown / Lit Italy",Chinatown / Lit Italy,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-prime-location-bedroom/7907420014.html,,
craigslist,3095.0,"21st Flr! North, East and Southwest Facing!","$3,095

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-21st-flr-north-east-and/7907414160.html,,
craigslist,3999.0,800 Sqft! Bright and Spacious Unit!,"$3,999

                        Financial District",Financial District,https://newyork.craigslist.org/mnh/apa/d/new-york-800-sqft-bright-and-spacious/7907411726.html,,
craigslist,4230.0,Southern_Exposed_2_BD_with_Private_Balcony_Overlooking_Hudson_River!!!,"$4,230

                        New York",New York,https://newyork.craigslist.org/mnh/apa/d/new-york/7907407497.html,,
craigslist,5123.0,SPACIOUS LIVING IN THE HEART OF MANHATTAN,"$5,123

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-spacious-living-in-the-heart/7907402221.html,,
craigslist,5300.0,"NO FEE Gorgeous bright XL 1br, prime Chelsea block, doorman, VIDEO!","$5,300

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-gorgeous-bright-xl-1br/7907392318.html,,
craigslist,3850.0,BRAND NEW …STUDENT PERFECT… 3OTH at 3rd Ave …..,"$3,850

                        Gramercy",Gramercy,https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-student-perfect-3oth/7907382747.html,,
craigslist,1199.0,ROOMS 4 RENT!^^Really Large^ Near Riverside Drive• Laundry in unit,"$1,199

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentreally-large-near/7907380962.html,,
craigslist,3899.0,Phenomenal 4 Bed On 5th ave^ Near 115th! Heat and Water included,"$3,899

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-5th-ave-near/7907380583.html,,
craigslist,3400.0,Magnificent 2 Bedroom 1 Bath! Washer dryer!! Near Colombia University!,"$3,400

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-bath/7907378671.html,,
craigslist,2850.0,Magnificent 1 Bedroom 1 Bath! Washer dryer!! Near Colombia University!,"$2,850

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-bath/7907378593.html,,
craigslist,1299.0,ROOMS 4 RENT!Magnificent 4 Bedroom! !! Near Colombia University!,"$1,299

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentmagnificent-bedroom/7907378514.html,,
craigslist,2599.0,2 Bed 1 Bath Near Broadway^ 151st st! Laundry ! Affordable!,"$2,599

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-bed-bath-near-broadway-151st/7907378412.html,,
craigslist,1099.0,ROOMS 4 RENT!Fantastic 3 Bed^ 1 Bath^ Washer Dryer In Unit,"$1,099

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentfantastic-bed-bath/7907378310.html,,
craigslist,2600.0,2 Bed 1 Bath On Broadway^ Near 149th st! Laundry in unit!,"$2,600

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-bed-bath-on-broadway-near/7907378227.html,,
craigslist,1200.0,ROOMS 4 RENT!2 Bed 1 Bath On Broadway^ Near 149th st! Laundry in unit!,"$1,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent2-bed-bath-on/7907378128.html,,
craigslist,1100.0,ROOMS 4 RENT!GORGEOUS 3 BED ON W. 123RD ST. 1 Block from Metro North!,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentgorgeous-bed-on/7907378055.html,,
craigslist,3200.0,GORGEOUS 3 BED 1 BATH ON WEST 123RD ST. 1 Block from Metro North!,"$3,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-bath-on-west/7907377969.html,,
craigslist,1100.0,ROOM 4 RENT-Fantastic Deal On New Room In Harlem-Near 125th st- Modern,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-room-rent-fantastic-deal-on/7907377893.html,,
craigslist,4300.0,Phenomenal 3 Bed 2 Bath  On Saint Nicholas ave^ Near Morningside park,"$4,300

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-bath-on-saint/7907377799.html,,
craigslist,3300.0,Fantastic 3 BED 2 BATH -Hamilton Heights!Laundry!,"$3,300

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-bed-bath-hamilton/7907377566.html,,
craigslist,999.0,ROOMS 4 RENT! Fantastic 3 BED 2 BATH -Hamilton Heights!Laundry!,"$999

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-fantastic-bed-bath/7907377516.html,,
craigslist,3200.0,Phenomenal 4 Bed 2 Bath In Washington Heights,"$3,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-bath-in/7907377339.html,,
craigslist,899.0,ROOMS 4 RENT!Phenomenal 3 Bed 1 Bath In Washington Heights,"$899

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentphenomenal-bed-bath/7907377265.html,,
craigslist,4570.0,LIVE IN THE HEART OF CHELSEA! BOOK A TOUR TODAY! UNITS GO FAST!,"$4,570

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-live-in-the-heart-of-chelsea/7907376683.html,,
craigslist,4900.0,GORGEOUS 1 BED  In Chelsea ON W 21st st- Lofted Area,"$4,900

                        Chelsea",Chelsea,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-in-chelsea-on/7907376740.html,,
craigslist,5650.0,Charming Three-bedroom 2 Bathroom is one block from Central Park West!,"$5,650

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-charming-three-bedroom/7907376659.html,,
craigslist,3900.0,**GORGEOUS 2 BED ON W 103rd ST NEAR CENTRAL PARK NORTH!,"$3,900

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-103rd-st-near/7907376580.html,,
craigslist,2300.0,Fantastic 1 Bed^ 1 Bath^ Washer Dryer^Bike Storage^Central Park North,"$2,300

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-fantastic-bed-bath-washer/7907376509.html,,
craigslist,2800.0,Luxurious 2 BED•LAUNDRY•GREAT DEAL!Call/Text/Email!,"$2,800

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-luxurious-bedlaundrygreat/7907376442.html,,
craigslist,2800.0,LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$2,800

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-2bed-1bath-amazing/7907376349.html,,
craigslist,3500.0,LARGE 3bed/1Bath ^^Amazing Finishes^Top Notch^,"$3,500

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-3bed-1bath-amazing/7907376249.html,,
craigslist,1200.0,ROOMS 4 RENT!LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$1,200

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentlarge-2bed-1bath/7907376149.html,,
craigslist,3599.0,GORGEOUS 3 BED 2 BATH ON E 2nd ST NEAR CENTRAL PARK South,"$3,599

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-bath-on-2nd-st/7907376046.html,,
craigslist,1999.0,ROOMS 4 RENT!GORGEOUS 4 BED 2 BATH ON E 2nd ST In Midtown East,"$1,999

                        Midtown East",Midtown East,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentgorgeous-bed-bath-on/7907375965.html,,
craigslist,1200.0,ROOMS 4 RENT!Luxurious 3 BED•1 BATH•LAUNDRY•Top Notch living!,"$1,200

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentluxurious-bed1/7907375900.html,,
craigslist,4400.0,Luxurious 3 BED•1 BATH•LAUNDRY•Top Notch living!Call/Text/Email!,"$4,400

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-luxurious-bed1-bathlaundrytop/7907375787.html,,
craigslist,1050.0,Rooms 4 Rent! Phenomenal3 Bed On West 141st ^ Near 8th ave,"$1,050

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-phenomenal3-bed-on/7907375695.html,,
craigslist,2799.0,Phenomenal 3 Bed On West 141st ^ Near 8th ave• Call/Text-Now!,"$2,799

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-phenomenal-bed-on-west-141st/7907375611.html,,
craigslist,1100.0,ROOMS 4 RENT !3 BED• 2 BATH•LAUNDRY IN UNIT•NEAR COLUMBIA•,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-bed-bathlaundry-in/7907375546.html,,
craigslist,1299.0,**ROOMS 4 RENT** GORGEOUS 3 BED ON W 111TH ST NEAR CENTRAL PARK NORTH!,"$1,299

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-gorgeous-bed-on/7907375448.html,,
craigslist,3999.0,GORGEOUS 4 BED ON W 111TH ST NEAR CENTRAL PARK NORTH! No living Room,"$3,999

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-111th-st-near/7907375337.html,,
craigslist,3399.0,Fully Furnished 3 BED ON W 111TH ST NEAR CENTRAL PARK NORTH!,"$3,399

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fully-furnished-bed-on-111th/7907375246.html,,
craigslist,1100.0,ROOMS 4 RENT!Very Large and Accommodating 3bed Near Central Park North,"$1,100

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentvery-large-and/7907375167.html,,
craigslist,3499.0,Magnificent 2 Bedroom 1 Bath! Washer dryer!! Near Colombia University!,"$3,499

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-bath/7907374893.html,,
craigslist,1250.0,ROOMS 4 RENT!Magnificent 4 Bedroom! !! Near Colombia University!,"$1,250

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentmagnificent-bedroom/7907374805.html,,
craigslist,5900.0,Large 4 BED•1.5 BATH Duplex•LAUNDRY•Top Notch living!Call/Text/Email!,"$5,900

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-large-bed15-bath/7907374654.html,,
craigslist,1200.0,ROOMS 4 RENT!Large 4 BED•1.5 BATH Duplex•LAUNDRY•!Call/Text/Email!,"$1,200

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentlarge-bed15-bath/7907374570.html,,
craigslist,2400.0,Lovely Studio ^Laundry ^Midtown West^Video Available,"$2,400

                        Midtown West",Midtown West,https://newyork.craigslist.org/mnh/apa/d/new-york-lovely-studio-laundry-midtown/7907374444.html,,
craigslist,2499.0,Magnificent 1 Bedroom! Washer dryer!! Modern 1 Living!,"$2,499

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-washer/7907374339.html,,
craigslist,3200.0,Gorgeous Studio On East 80th st Laundry in Unit!Call or Text Asap!,"$3,200

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-studio-on-east-80th/7907374254.html,,
craigslist,1100.0,ROOMS 4 RENT !3 BED• 2 BATH•LAUNDRY IN UNIT•NEAR COLUMBIA•,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-bed-bathlaundry-in/7907374160.html,,
craigslist,2499.0,Magnificent 1 Bedroom! Washer dryer!! Modern 1 Living!,"$2,499

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-magnificent-bedroom-washer/7907374058.html,,
craigslist,4600.0,Gorgeous 2 bed On East 80th st Laundry in Unit!Call or Text Asap!,"$4,600

                        Upper East Side",Upper East Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-east-80th-st/7907373969.html,,
craigslist,1100.0,ROOMS 4 RENT !3 BED• 2 BATH•LAUNDRY IN UNIT•NEAR COLUMBIA•,"$1,100

                        Harlem / Morningside",Harlem / Morningside,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rent-bed-bathlaundry-in/7907373861.html,,
craigslist,3999.0,GORGEOUS 4 BED ON W 111TH ST NEAR CENTRAL PARK NORTH! No living Room,"$3,999

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-bed-on-111th-st-near/7907373749.html,,
craigslist,3399.0,Fully Furnished 3 BED ON W 111TH ST NEAR CENTRAL PARK NORTH!,"$3,399

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-fully-furnished-bed-on-111th/7907373677.html,,
craigslist,2800.0,LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$2,800

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-2bed-1bath-amazing/7907373575.html,,
craigslist,3500.0,LARGE 3bed/1Bath ^^Amazing Finishes^Top Notch^,"$3,500

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-large-3bed-1bath-amazing/7907373483.html,,
craigslist,1100.0,ROOMS 4 RENT!Very Large and Accommodating 3bed Near Central Park North,"$1,100

                        Upper West Side",Upper West Side,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentvery-large-and/7907373367.html,,
craigslist,1200.0,ROOMS 4 RENT!LARGE 2bed/1Bath ^^Amazing Finishes^Top Notch^Duplex,"$1,200

                        East Harlem",East Harlem,https://newyork.craigslist.org/mnh/apa/d/new-york-rooms-rentlarge-2bed-1bath/7907373183.html,,
